cite_key,entry_type,bib_title,bib_date,doi,format_valid,resolves,status_code,crossref_title,crossref_year,title_similarity,year_match,error,suggested_doi,suggested_title,suggested_year,suggestion_score,isbn,isbn_confirmed,isbn_ol_found,isbn_gb_found,isbn_found_title,isbn_found_year,isbn_title_match,isbn_found_doi
Noren-Nilsson2021-sq,ARTICLE,"Youth mobilization, power reproduction and Cambodia’s authoritarian turn",2021,10.1355/cs43-2c,True,True,200,"Youth Mobilization, Power Reproduction and Cambodia’s Authoritarian Turn",2021,1.0,yes,,,,,,,,,,,,,
Loughlin2021-li,ARTICLE,Beyond personalism: Elite politics and political families in Cambodia,2021,10.1355/cs43-2b,True,True,200,Beyond Personalism: Elite Politics and Political Families in Cambodia,2021,1.0,yes,,,,,,,,,,,,,
Wong2019-bl,ARTICLE,"Chinese influence, U.S. linkages, or neither? Comparing regime changes in Myanmar and Thailand",2019-04-03,10.1080/13510347.2018.1534098,True,True,200,"Chinese influence, U.S. linkages, or neither? Comparing regime changes in Myanmar and Thailand",2019,1.0,yes,,,,,,,,,,,,,
Toros2019-li,ARTICLE,Who are the targets of familial electoral coercion? Evidence from Turkey,2019-11-17,10.1080/13510347.2019.1639151,True,True,200,Who are the targets of familial electoral coercion? Evidence from Turkey,2019,1.0,yes,,,,,,,,,,,,,
Yildirim2020-zq,ARTICLE,Analytical perspectives on varieties of clientelism,2020-01-02,10.1080/13510347.2019.1641798,True,True,200,Analytical perspectives on varieties of clientelism,2020,1.0,yes,,,,,,,,,,,,,
Cammett2020-mn,ARTICLE,Insecurity and political values in the Arab world,2020-07-03,10.1080/13510347.2020.1723081,True,True,200,Insecurity and political values in the Arab world,2020,1.0,yes,,,,,,,,,,,,,
Placek2020-ph,ARTICLE,Learning democracy digitally? The internet and knowledge of democracy in nondemocracies,2020-11-16,10.1080/13510347.2020.1795640,True,True,200,Learning democracy digitally? The internet and knowledge of democracy in nondemocracies,2020,1.0,yes,,,,,,,,,,,,,
Boese2021-kc,ARTICLE,Waves of autocratization and democratization: a rejoinder,2021-05-17,10.1080/13510347.2021.1923006,True,True,200,Waves of autocratization and democratization: a rejoinder,2021,1.0,yes,,,,,,,,,,,,,
Hellmeier2021-bx,ARTICLE,State of the world 2020: autocratization turns viral,2021-05-24,10.1080/13510347.2021.1922390,True,True,200,State of the world 2020: autocratization turns viral,2021,1.0,yes,,,,,,,,,,,,,
Tomini2021-aa,ARTICLE,Don’t think of a wave! A research note about the current autocratization debate,2021-08-18,10.1080/13510347.2021.1874933,True,True,200,Don’t think of a wave! A research note about the current autocratization debate,2021,1.0,yes,,,,,,,,,,,,,
Bryan2021-zu,ARTICLE,Elite response to protest in authoritarian settings: evidence from Russia,2021-03-02,10.1080/13510347.2021.1892076,True,True,200,Elite response to protest in authoritarian settings: evidence from Russia,2021,1.0,yes,,,,,,,,,,,,,
Gherghina2022-wm,ARTICLE,"Dissatisfied, uninformed or both? Democratic satisfaction, political knowledge and the acceptance of clientelism in a new democracy",2022-02-17,10.1080/13510347.2021.1947250,True,True,200,"Dissatisfied, uninformed or both? Democratic satisfaction, political knowledge and the acceptance of clientelism in a new democracy",2022,1.0,yes,,,,,,,,,,,,,
Tannenberg2022-sc,ARTICLE,The autocratic bias: self-censorship of regime support,2022-05-19,10.1080/13510347.2021.1981867,True,True,200,The autocratic bias: self-censorship of regime support,2022,1.0,yes,,,,,,,,,,,,,
Oney2022-il,ARTICLE,Two stories with one happy ending. What constitutes the political culture differences between Egypt and Tunisia during and after the uprisings?,2022-07-04,10.1080/13510347.2021.2013823,True,True,200,Two stories with one happy ending. What constitutes the political culture differences between Egypt and Tunisia during and after the uprisings?,2022,1.0,yes,,,,,,,,,,,,,
Patapan2022-sa,ARTICLE,The modern manual of authoritarian leadership,2022-07-04,10.1080/13510347.2021.2023500,True,True,200,The modern manual of authoritarian leadership,2022,1.0,yes,,,,,,,,,,,,,
Teets2022-up,ARTICLE,Volunteerism and democratic learning in an authoritarian state: the case of China,2022-07-04,10.1080/13510347.2021.2015334,True,True,200,Volunteerism and democratic learning in an authoritarian state: the case of China,2022,1.0,yes,,,,,,,,,,,,,
Zengin2022-ls,ARTICLE,Why do some coups lead to democratization?,2022-07-04,10.1080/13510347.2021.2013204,True,True,200,Why do some coups lead to democratization?,2022,1.0,yes,,,,,,,,,,,,,
Loughlin2021-pf,ARTICLE,"Chinese linkage, leverage, and Cambodia’s transition to hegemonic authoritarianism",2021-05-19,10.1080/13510347.2021.1888931,True,True,200,"Chinese linkage, leverage, and Cambodia’s transition to hegemonic authoritarianism",2021,1.0,yes,,,,,,,,,,,,,
Lawreniuk2020-od,ARTICLE,Intensifying political geographies of authoritarianism: Toward an anti-geopolitics of garment worker struggles in neoliberal Cambodia,2020-07-03,10.1080/24694452.2019.1670040,True,True,200,Intensifying Political Geographies of Authoritarianism: Toward an Anti-geopolitics of Garment Worker Struggles in Neoliberal Cambodia,2020,1.0,yes,,,,,,,,,,,,,
Biesta2009-hi,ARTICLE,"Understanding young people's citizenship learning in everyday life: The role of contexts, relationships and dispositions",2009-03-01,10.1177/1746197908099374,True,True,200,Understanding young people's citizenship learning in everyday life,2009,0.71,yes,,,,,,,,,,,,,
Noren-Nilsson2018-cw,INBOOK,In the shadow of Kem Ley: Is civil society the solution to Cambodia’s woes,2018-04-04,10.22459/mic.04.2018.35,True,True,200,In the Shadow of Kem Ley: Is Civil Society the Solution to Cambodia’s Woes,2018,1.0,yes,,,,,,,,,,,,,
Sullivan2021-cb,BOOK,The palgrave handbook of the public servant,2021-06-01,10.1007/978-3-030-29980-4,True,True,200,The Palgrave Handbook of the Public Servant,2021,1.0,yes,,,,,,,,,,,,,
Malik2022-jc,ARTICLE,Formation of social and political potential of young people in conditions of Internet socialization,2022-10-26,10.22394/1726-1139-2022-8-94-107,True,True,200,Formation of Social and Political Potential of Young People in Conditions of Internet Socialization,2022,1.0,yes,,,,,,,,,,,,,
Bar-Tal2017-km,ARTICLE,Political socialization of young children in intractable conflicts: Conception and evidence,2017-05-01,10.1177/0165025416652508,True,True,200,Political socialization of young children in intractable conflicts,2017,0.85,yes,,,,,,,,,,,,,
Jakubowski2021-th,ARTICLE,Political socialization in meme times: Adolescents and the sources of knowledge concerning politics,2021-05-27,10.1080/10714413.2021.1872315,True,True,200,Political socialization in meme times: Adolescents and the sources of knowledge concerning politics,2021,1.0,yes,,,,,,,,,,,,,
Chen2011-tl,ARTICLE,Democratization and the middle class in China: The middle class’s attitudes toward democracy,2011-09-01,10.1177/1065912909359162,True,True,200,Democratization and the Middle Class in China,2011,0.67,yes,,,,,,,,,,,,,
Truex2019-li,ARTICLE,Implicit attitudes toward an authoritarian regime,2019-07,10.1086/703209,True,True,200,Implicit Attitudes toward an Authoritarian Regime,2019,1.0,yes,,,,,,,,,,,,,
Iversen2019-xn,ARTICLE,Beyond poverty escapes—social mobility in developing countries: A review article,2019-08-01,10.1093/wbro/lkz003,True,True,200,Beyond Poverty Escapes—Social Mobility in Developing Countries: A Review Article,2019,1.0,yes,,,,,,,,,,,,,
Quintelier2008-iu,ARTICLE,"Who is politically active: The athlete, the scout member or the environmental activist?: Young people, voluntary engagement and political participation",2008-12-01,10.1177/0001699308097378,True,True,200,"Who is Politically Active: The Athlete, the Scout Member or the Environmental Activist?",2008,0.73,yes,,,,,,,,,,,,,
Frye2017-qo,ARTICLE,Is Putin’s popularity real?,2017-01-02,10.1080/1060586x.2016.1144334,True,True,200,Is Putin’s popularity real?,2017,1.0,yes,,,,,,,,,,,,,
Frye2019-pf,ARTICLE,Hitting them with carrots: Voter intimidation and vote buying in Russia,2019-07,10.1017/s0007123416000752,True,True,200,Hitting Them With Carrots: Voter Intimidation and Vote Buying in Russia,2019,1.0,yes,,,,,,,,,,,,,
Ugur-Cinar2020-ir,ARTICLE,How does education affect political trust?: An analysis of moderating factors,2020-11-09,10.1007/s11205-020-02463-z,True,True,200,How Does Education Affect Political Trust?: An Analysis of Moderating Factors,2020,1.0,yes,,,,,,,,,,,,,
Apolte2022-ii,ARTICLE,The persistence of political myths and ideologies,2022-01,10.1016/j.ejpoleco.2021.102076,True,True,200,The persistence of political myths and ideologies,2022,1.0,yes,,,,,,,,,,,,,
Jiang2015-dd,ARTICLE,Friends with benefits: Patronage politics and distributive strategies in China,2015-07-11,10.2139/ssrn.2625883,True,True,200,Friends with Benefits: Patronage Politics and Distributive Strategies in China,2015,1.0,yes,,,,,,,,,,,,,
Siegel2011-sv,ARTICLE,When Does Repression Work? Collective Action in Social Networks,2011-10-01,10.1017/S0022381611000727,True,True,200,When Does Repression Work? Collective Action in Social Networks,2011,1.0,yes,,,,,,,,,,,,,
Reuter2016-xe,ARTICLE,Local elections in authoritarian regimes: An elite-based theory with evidence from Russian mayoral elections,2016-04-01,10.1177/0010414015626439,True,True,200,Local Elections in Authoritarian Regimes,2016,0.55,yes,,,,,,,,,,,,,
Shamaileh2019-ud,ARTICLE,"Never out of now: Preference falsification, social capital and the Arab spring",2019-11-02,10.1080/03050629.2019.1650744,True,True,200,"Never out of Now: Preference Falsification, Social Capital and the Arab Spring",2019,1.0,yes,,,,,,,,,,,,,
Chapkovski2022-ld,ARTICLE,Solid support or secret dissent? A list experiment on preference falsification during the Russian war against Ukraine,2022-04-01,10.1177/20531680221108328,True,True,200,Solid support or secret dissent? A list experiment on preference falsification during the Russian war against Ukraine,2022,1.0,yes,,,,,,,,,,,,,
Reuter2018-by,ARTICLE,Civic duty and voting under autocracy,2018,10.2139/ssrn.3299583,True,True,200,Civic Duty and Voting under Autocracy,2018,1.0,yes,,,,,,,,,,,,,
Shen2021-mb,ARTICLE,In search of self-censorship,2021-10,10.1017/s0007123419000735,True,True,200,In Search of Self-Censorship,2021,1.0,yes,,,,,,,,,,,,,
Przeworski2022-om,ARTICLE,Formal models of authoritarian regimes: A critique,2022,10.1017/s1537592722002067,True,True,200,Formal Models of Authoritarian Regimes: A Critique,2023,1.0,no,,,,,,,,,,,,,
Un2005-ff,ARTICLE,"Patronage politics and hybrid democracy: Political change in Cambodia, 1993-2003",2005,10.1353/apr.2005.0023,True,True,200,"Patronage Politics and Hybrid Democracy: Political Change in Cambodia, 1993-2003",2005,1.0,yes,,,,,,,,,,,,,
Vinx2021-dw,ARTICLE,Carl Schmitt and the authoritarian subversion of democracy,2021-02-25,10.1177/0191453720974724,True,True,200,Carl Schmitt and the authoritarian subversion of democracy,2021,1.0,yes,,,,,,,,,,,,,
Schmitt2007-hd,BOOK,The concept of the political: Expanded edition,2007-05-25,10.7208/chicago/9780226738840.001.0001,True,True,200,The Concept of the Political,2007,0.77,yes,,,,,,,,,,,,,
Dovidio2005-ew,BOOK,On the nature of prejudice: Fifty years after Allport,2005-01-01,10.1002/9780470773963,True,True,200,On the Nature of Prejudice,2005,0.67,yes,,,,,,,,,,,,,
Rodriguez-Garcia2009-lm,ARTICLE,Learning to be prejudiced: A test of unidirectional and bidirectional models of parent–offspring socialization,2009-11-01,10.1016/j.ijintrel.2009.08.001,True,True,200,Learning to be prejudiced: A test of unidirectional and bidirectional models of parent–offspring socialization,2009,1.0,yes,,,,,,,,,,,,,
Idris2019-ne,BOOK,ASEAN post-50: Emerging issues and challenges,2019-06-19,10.1007/978-981-13-8043-3,True,True,200,ASEAN Post-50,2019,0.44,yes,,,,,,,,,,,,,
Mahbubani2017-ta,BOOK,The ASEAN miracle: A catalyst for peace,2017-04-30,10.2307/j.ctv1xz0m3,True,True,200,The ASEAN Miracle,2017,0.62,yes,,,,,,,,,,,,,
Sinpeng2021-hd,ARTICLE,Hashtag activism: social media and the \#FreeYouth protests in Thailand,2021-04-03,10.1080/14672715.2021.1882866,True,True,200,Hashtag activism: social media and the #FreeYouth protests in Thailand,2021,1.0,yes,,,,,,,,,,,,,
Bowman2021-it,ARTICLE,"Peace, protest and precarity: Making conceptual sense of young people’s non-violent dissent in a period of intersecting crises",2021-11,10.1007/s43151-021-00067-z,True,True,200,"Peace, Protest and Precarity: Making Conceptual Sense of Young People’s Non-violent Dissent in a Period of Intersecting Crises",2021,1.0,yes,,,,,,,,,,,,,
Isin2005-ay,ARTICLE,"Engaging, being, political",2005-03-01,10.1016/j.polgeo.2004.07.002,True,True,200,"Engaging, being, political",2005,1.0,yes,,,,,,,,,,,,,
Pontes2019-aq,ARTICLE,Youth political (dis)engagement and the need for citizenship education: Encouraging young people’s civic and political participation through the curriculum,2019-03-01,10.1177/1746197917734542,True,True,200,Youth political (dis)engagement and the need for citizenship education: Encouraging young people’s civic and political participation through the curriculum,2019,1.0,yes,,,,,,,,,,,,,
Skelton2010-qn,ARTICLE,Taking young people as political actors seriously: opening the borders of political geography: Taking young people as political actors seriously,2010-05-04,10.1111/j.1475-4762.2009.00891.x,True,True,200,Taking young people as political actors seriously: opening the borders of political geography,2010,0.79,yes,,,,,,,,,,,,,
Vong2022-vd,ARTICLE,State mobilization in authoritarian regimes: Youth politics and regime legitimation in Cambodia,2022-11,10.1017/jea.2022.18,True,True,200,State Mobilization in Authoritarian Regimes: Youth Politics and Regime Legitimation in Cambodia,2022,1.0,yes,,,,,,,,,,,,,
Barr2000-al,ARTICLE,Lee Kuan Yew and the “Asian values” debate,2000-09,10.1080/10357820008713278,True,True,200,Lee Kuan Yew and the “Asian values” debate,2000,1.0,yes,,,,,,,,,,,,,
Watson2019-jz,ARTICLE,The resilience agenda in neoliberalising Cambodia,2019-07-04,10.1080/13563467.2018.1457020,True,True,200,The Resilience Agenda in Neoliberalising Cambodia,2019,1.0,yes,,,,,,,,,,,,,
Springer2009-lp,ARTICLE,"Violence, democracy, and the neoliberal “order”: The contestation of public space in posttransitional Cambodia",2009-01-08,10.1080/00045600802223333,True,True,200,"Violence, Democracy, and the Neoliberal “Order”: The Contestation of Public Space in Posttransitional Cambodia",2009,1.0,yes,,,,,,,,,,,,,
Lee2020-hb,ARTICLE,"Local resilience and the reconstruction of social institutions: Recovery, maintenance and transformation of Buddhist Sangha in post-Khmer rouge Cambodia",2020-05-26,10.1080/17502977.2020.1736448,True,True,200,"Local Resilience and the Reconstruction of Social Institutions: Recovery, Maintenance and Transformation of Buddhist Sangha in Post-Khmer Rouge Cambodia",2020,1.0,yes,,,,,,,,,,,,,
Kim2019-li,ARTICLE,Adapting violence for state survival and legitimacy: the resilience and dynamism of political repression in a democratizing South Korea,2019-05-19,10.1080/13510347.2019.1574756,True,True,200,Adapting violence for state survival and legitimacy: the resilience and dynamism of political repression in a democratizing South Korea,2019,1.0,yes,,,,,,,,,,,,,
Annavarapu2021-ro,ARTICLE,The social life of the state: Relational ethnography and political sociology,2021-09-19,10.1007/s11133-021-09491-2,True,True,200,The Social Life of the State: Relational Ethnography and Political Sociology,2021,1.0,yes,,,,,,,,,,,,,
Nichols2022-rn,ARTICLE,"Ethnography, tactical responsivity and political utility",2022-08,10.1177/08912416211060870,True,True,200,"Ethnography, Tactical Responsivity and Political Utility",2022,1.0,yes,,,,,,,,,,,,,
Frantz2016-rn,BOOK,Autocracy,2016-04-05,10.1093/acrefore/9780190228637.013.3,True,True,200,Autocracy,2016,1.0,yes,,,,,,,,,,,,,
Uslaner2018-en,BOOK,The oxford handbook of social and political trust,2018-03-15,10.1093/oxfordhb/9780190274801.001.0001,True,True,200,The Oxford Handbook of Social and Political Trust,2017,1.0,no,,,,,,,,,,,,,
Breustedt2015-dt,INBOOK,"Thinking outside the democratic box: Political values, performance and political support in authoritarian regimes: A comparative analysis",2015-01-01,10.1163/9789004276062_010,True,True,200,"Thinking Outside the Democratic Box: Political Values, Performance and Political Support in Authoritarian Regimes: A Comparative Analysis",2015,1.0,yes,,,,,,,,,,,,,
Joseph2007-vg,BOOK,New perspectives in political ethnography,2007-12,10.1007/978-0-387-72594-9,True,True,200,New Perspectives in Political Ethnography,2007,1.0,yes,,,,,,,,,,,,,
